Time (s),DX_32mm X-position (mm),DX_33mm X-position (mm),DX_34mm X-position (mm),DX_35mm X-position (mm),DX_36mm X-position (mm),DX_37mm X-position (mm),DX_38mm X-position (mm),DX_39mm X-position (mm),DX_40mm X-position (mm),DX_41mm X-position (mm),DX_42mm X-position (mm),DX_43mm X-position (mm),DX_44mm X-position (mm)
0.0,652.054,651.972,651.973,651.935,651.95,654.036,656.675,656.684,656.693,656.655,656.692,656.656,656.667
0.0001,652.047,651.989,651.98,651.913,651.94,654.022,656.695,656.683,656.704,656.689,656.679,656.682,656.679
0.0002,652.056,651.984,651.971,651.919,651.967,654.038,656.69,656.698,656.696,656.689,656.677,656.661,656.67
0.0003,652.054,651.966,651.98,651.911,651.963,654.028,656.698,656.675,656.702,656.689,656.692,656.676,656.662
0.0004,652.049,651.981,651.954,651.919,651.939,654.021,656.69,656.668,656.705,656.696,656.687,656.642,656.667
0.0005,652.066,651.985,651.98,651.903,651.923,654.015,656.713,656.704,656.687,656.681,656.667,656.678,656.658
0.0006,652.073,651.962,651.981,651.938,651.932,654.02,656.69,656.693,656.737,656.691,656.674,656.651,656.675
0.0007,652.1,651.966,651.961,651.911,651.958,654.005,656.687,656.679,656.713,656.709,656.661,656.691,656.692
0.0008,652.065,652.002,651.983,651.931,651.948,654.013,656.68,656.685,656.679,656.689,656.694,656.676,656.654
0.0009,652.073,651.984,651.988,651.927,651.958,654.021,656.708,656.67,656.703,656.706,656.66,656.675,656.652
0.001,652.039,651.989,651.973,651.938,651.95,654.03,656.695,656.683,656.719,656.708,656.685,656.69,656.67
0.0011,652.065,651.964,651.989,651.938,651.967,654.007,656.677,656.706,656.706,656.701,656.694,656.665,656.684
0.0012,652.04,651.967,651.983,651.929,651.955,654.023,656.707,656.673,656.688,656.699,656.694,656.668,656.64
0.0013,652.04,651.991,651.988,651.936,651.931,654.047,656.696,656.695,656.724,656.673,656.669,656.659,656.682
0.0014,652.06,651.966,651.971,651.904,651.975,654.028,656.705,656.656,656.705,656.681,656.682,656.685,656.701
0.0015,652.065,651.972,651.98,651.904,651.948,654.003,656.705,656.683,656.687,656.676,656.669,656.677,656.66
0.0016,652.047,651.974,651.955,651.919,651.942,654.045,656.688,656.704,656.713,656.672,656.681,656.66,656.658
0.0017,652.066,651.963,651.963,651.904,651.966,654.011,656.713,656.719,656.729,656.681,656.667,656.678,656.648
0.0018,652.056,651.974,651.99,651.936,651.959,654.021,656.69,656.7,656.712,656.668,656.66,656.688,656.685
0.0019,652.049,651.966,651.954,651.911,651.954,654.03,656.69,656.703,656.729,656.691,656.659,656.675,656.652
0.002,652.066,651.964,651.971,651.955,651.932,654.02,656.705,656.663,656.722,656.683,656.669,656.66,656.657
0.0021,652.075,651.973,651.988,651.921,651.95,654.028,656.672,656.691,656.705,656.686,656.69,656.657,656.677
0.0022,652.064,651.957,651.971,651.927,651.932,654.028,656.688,656.665,656.71,656.683,656.675,656.709,656.67
0.0023,652.048,651.973,651.979,651.923,651.933,654.017,656.688,656.685,656.703,656.657,656.687,656.678,656.669
0.0024,652.073,651.989,651.981,651.921,651.938,654.03,656.695,656.692,656.697,656.701,656.669,656.659,656.687
0.0025,652.048,651.975,651.972,651.938,651.94,654.047,656.688,656.685,656.713,656.693,656.677,656.682,656.675
0.0026,652.064,651.991,651.979,651.919,651.938,654.047,656.689,656.675,656.685,656.676,656.677,656.672,656.675
0.0027,652.05,651.989,651.98,651.919,651.948,654.04,656.681,656.692,656.712,656.69,656.652,656.659,656.692
0.0028,652.077,652.007,651.971,651.904,651.956,654.014,656.705,656.685,656.712,656.683,656.686,656.677,656.668
0.0029,652.048,651.999,651.988,651.929,651.942,654.028,656.68,656.673,656.713,656.693,656.688,656.675,656.648
0.003,652.101,651.989,651.981,651.921,651.931,654.043,656.698,656.702,656.695,656.699,656.684,656.668,656.692
0.0031,652.071,651.977,651.981,651.927,651.948,654.03,656.664,656.684,656.723,656.676,656.654,656.683,656.669
0.0032,652.083,651.956,651.981,651.919,651.932,654.011,656.671,656.677,656.715,656.7,656.684,656.642,656.684
0.0033,652.048,651.991,651.981,651.913,651.965,654.013,656.68,656.692,656.705,656.691,656.692,656.667,656.666
0.0034,652.038,651.949,651.983,651.92,651.94,654.04,656.705,656.689,656.72,656.681,656.677,656.642,656.675
0.0035,652.041,651.991,651.988,651.946,651.958,654.045,656.692,656.675,656.689,656.698,656.684,656.693,656.67
0.0036,652.083,651.974,651.988,651.93,651.965,654.03,656.697,656.684,656.724,656.684,656.667,656.646,656.7
0.0037,652.075,651.976,651.971,651.946,651.94,654.013,656.689,656.702,656.722,656.681,656.692,656.664,656.693
0.0038,652.051,651.975,651.97,651.913,651.915,654.03,656.69,656.691,656.723,656.683,656.683,656.651,656.659
0.0039,652.067,651.966,651.972,651.928,651.95,654.045,656.707,656.667,656.705,656.674,656.677,656.658,656.685
0.004,652.058,651.969,651.986,651.946,651.956,653.994,656.68,656.693,656.699,656.683,656.67,656.659,656.675
0.0041,652.083,651.974,651.988,651.928,651.948,654.019,656.698,656.693,656.705,656.685,656.67,656.677,656.668
0.0042,652.065,651.991,651.978,651.9,651.948,654.035,656.672,656.71,656.712,656.699,656.692,656.684,656.675
0.0043,652.066,651.958,651.954,651.913,651.94,654.028,656.7,656.692,656.695,656.693,656.669,656.641,656.662
0.0044,652.073,651.982,651.973,651.921,651.938,654.045,656.7,656.702,656.699,656.672,656.662,656.668,656.677
0.0045,652.051,651.999,651.965,651.93,651.957,654.021,656.688,656.67,656.695,656.688,656.684,656.676,656.659
0.0046,652.073,652.001,651.971,651.94,651.955,654.027,656.704,656.694,656.696,656.689,656.686,656.651,656.69
0.0047,652.048,651.991,651.961,651.921,651.956,654.011,656.673,656.717,656.69,656.683,656.686,656.677,656.669
0.0048,652.075,651.991,651.998,651.921,651.965,654.011,656.664,656.683,656.71,656.691,656.659,656.661,656.69
0.0049,652.073,651.974,651.961,651.931,651.931,654.045,656.703,656.675,656.712,656.681,656.677,656.655,656.686
0.005,652.078,651.982,651.971,651.936,651.965,654.03,656.691,656.696,656.712,656.689,656.664,656.661,656.684
0.0051,652.085,651.983,651.954,651.936,651.973,654.013,656.674,656.681,656.712,656.679,656.684,656.684,656.685
0.0052,652.058,651.991,651.962,651.938,651.954,654.038,656.707,656.683,656.705,656.682,656.694,656.655,656.685
0.0053,652.053,651.966,651.971,651.931,651.946,654.028,656.682,656.7,656.714,656.676,656.667,656.692,656.677
0.0054,652.087,651.974,651.986,651.934,651.947,654.021,656.708,656.662,656.707,656.691,656.661,656.652,656.652
0.0055,652.076,651.981,651.988,651.964,651.934,654.02,656.682,656.718,656.695,656.684,656.677,656.693,656.661
0.0056,652.067,651.974,651.981,651.904,651.94,654.029,656.687,656.656,656.697,656.672,656.685,656.669,656.667
0.0057,652.068,651.993,651.981,651.928,651.959,654.038,656.705,656.708,656.705,656.707,656.686,656.657,656.66
0.0058,652.077,651.949,651.998,651.922,651.933,654.013,656.666,656.691,656.704,656.666,656.679,656.665,656.652
0.0059,652.076,651.993,651.961,651.944,651.941,654.039,656.706,656.702,656.73,656.689,656.704,656.664,656.683
0.006,652.065,651.993,651.988,651.919,651.94,654.044,656.688,656.695,656.703,656.701,656.677,656.693,656.665
0.0061,652.066,652.001,651.981,651.928,651.94,654.022,656.678,656.66,656.712,656.681,656.685,656.677,656.645
0.0062,652.059,651.982,651.969,651.938,651.955,654.032,656.67,656.685,656.694,656.683,656.685,656.674,656.69
0.0063,652.059,651.999,651.961,651.937,651.967,654.018,656.698,656.712,656.695,656.681,656.676,656.686,656.668
0.0064,652.058,652.009,651.988,651.911,651.947,654.053,656.681,656.718,656.714,656.677,656.658,656.652,656.694
0.0065,652.066,651.991,651.986,651.929,651.938,654.045,656.69,656.691,656.705,656.673,656.677,656.685,656.685
0.0066,652.076,651.984,651.988,651.937,651.955,654.013,656.698,656.685,656.73,656.673,656.686,656.674,656.698
0.0067,652.068,651.981,651.98,651.928,651.948,654.029,656.688,656.674,656.739,656.685,656.677,656.693,656.685
0.0068,652.089,651.964,651.965,651.931,651.94,654.028,656.705,656.685,656.697,656.691,656.66,656.675,656.675
0.0069,652.068,651.964,651.969,651.928,651.947,654.003,656.724,656.678,656.705,656.708,656.66,656.659,656.693
0.007,652.075,651.984,651.98,651.938,651.94,654.011,656.717,656.721,656.712,656.675,656.667,656.661,656.674
0.0071,652.042,651.991,651.988,651.927,651.955,654.022,656.703,656.685,656.695,656.689,656.669,656.666,656.682
0.0072,652.068,651.991,651.963,651.921,651.965,654.013,656.68,656.685,656.695,656.697,656.687,656.699,656.675
0.0073,652.074,651.968,651.971,651.912,651.957,654.028,656.681,656.673,656.707,656.673,656.669,656.666,656.665
0.0074,652.064,651.983,651.981,651.921,651.933,654.035,656.688,656.681,656.714,656.68,656.677,656.657,656.675
0.0075,652.059,652.003,651.994,651.942,651.954,654.03,656.672,656.692,656.695,656.696,656.672,656.665,656.677
0.0076,652.06,651.976,651.982,651.921,651.944,654.029,656.663,656.678,656.712,656.685,656.667,656.664,656.67
0.0077,652.081,651.974,651.996,651.886,651.94,654.009,656.691,656.71,656.714,656.69,656.686,656.666,656.682
0.0078,652.066,651.953,651.955,651.929,651.958,654.026,656.705,656.675,656.702,656.675,656.684,656.684,656.677
0.0079,652.076,651.974,651.981,651.927,651.932,654.036,656.698,656.71,656.705,656.683,656.669,656.641,656.659
0.008,652.073,652.008,651.988,651.921,651.957,654.047,656.687,656.68,656.689,656.697,656.685,656.667,656.658
0.0081,652.058,651.976,651.988,651.921,651.965,654.003,656.696,656.678,656.705,656.706,656.669,656.651,656.675
0.0082,652.066,651.981,651.963,651.928,651.941,654.018,656.697,656.67,656.688,656.725,656.685,656.677,656.666
0.0083,652.058,651.985,651.986,651.923,651.948,654.022,656.69,656.693,656.707,656.683,656.66,656.674,656.683
0.0084,652.084,651.974,651.988,651.929,651.933,654.03,656.689,656.708,656.697,656.666,656.684,656.669,656.677
0.0085,652.065,651.989,651.963,651.936,651.94,654.028,656.715,656.699,656.703,656.673,656.667,656.701,656.66
0.0086,652.052,652.0,651.972,651.946,651.955,654.03,656.684,656.703,656.714,656.692,656.692,656.7,656.667
0.0087,652.066,651.973,651.971,651.948,651.965,654.032,656.698,656.683,656.72,656.689,656.679,656.682,656.655
0.0088,652.038,651.993,651.988,651.921,651.948,654.03,656.675,656.695,656.703,656.651,656.694,656.675,656.666
0.0089,652.064,651.989,651.979,651.931,651.93,654.045,656.705,656.708,656.672,656.676,656.677,656.67,656.693
0.009,652.068,652.007,652.005,651.936,651.945,654.04,656.7,656.71,656.725,656.684,656.69,656.647,656.66
0.0091,652.076,651.982,651.996,651.911,651.938,654.04,656.688,656.679,656.711,656.681,656.669,656.675,656.718
0.0092,652.059,651.989,651.973,651.911,651.947,654.028,656.674,656.72,656.693,656.683,656.659,656.684,656.675
0.0093,652.076,651.974,651.98,651.928,651.932,654.012,656.673,656.722,656.687,656.7,656.686,656.677,656.684
0.0094,652.066,651.991,651.99,651.93,651.931,653.997,656.705,656.693,656.707,656.7,656.675,656.667,656.665
0.0095,652.078,651.974,651.988,651.931,651.94,654.029,656.68,656.692,656.703,656.69,656.677,656.702,656.702
0.0096,652.076,651.999,651.961,651.905,651.965,654.023,656.69,656.702,656.72,656.681,656.687,656.653,656.685
0.0097,652.051,651.991,652.005,651.921,651.948,654.03,656.685,656.675,656.705,656.708,656.696,656.622,656.683
0.0098,652.066,651.997,651.98,651.921,651.964,654.028,656.683,656.676,656.722,656.69,656.658,656.682,656.675
0.0099,652.048,652.018,651.964,651.921,651.948,654.012,656.665,656.712,656.695,656.688,656.685,656.678,656.658
0.01,652.086,651.974,651.986,651.923,651.94,654.022,656.681,656.683,656.71,656.693,656.677,656.659,656.672
0.0101,652.05,651.966,651.983,651.911,651.948,654.022,656.689,656.685,656.706,656.684,656.679,656.659,656.675
0.0102,652.06,651.993,651.979,651.921,651.93,654.02,656.7,656.716,656.703,656.691,656.672,656.664,656.675
0.0103,652.058,651.974,651.979,651.933,651.932,654.03,656.68,656.729,656.705,656.657,656.679,656.657,656.652
0.0104,652.076,651.984,651.971,651.94,651.955,654.036,656.68,656.694,656.682,656.698,656.677,656.694,656.673
0.0105,652.058,651.993,651.971,651.911,651.931,654.008,656.714,656.71,656.722,656.698,656.665,656.674,656.693
0.0106,652.076,651.974,651.963,651.931,651.955,654.036,656.688,656.701,656.707,656.693,656.685,656.649,656.667
0.0107,652.087,651.974,651.996,651.915,651.956,654.028,656.69,656.666,656.694,656.691,656.687,656.674,656.675
0.0108,652.041,651.974,651.963,651.937,651.957,654.036,656.684,656.695,656.703,656.673,656.675,656.666,656.637
0.0109,652.092,651.998,651.979,651.894,651.932,654.026,656.698,656.691,656.714,656.683,656.677,656.683,656.658
0.011,652.083,651.984,651.973,651.946,651.963,654.032,656.692,656.718,656.707,656.673,656.677,656.653,656.673
0.0111,652.066,651.991,651.961,651.929,651.947,654.02,656.7,656.693,656.707,656.681,656.66,656.681,656.667
0.0112,652.073,651.993,651.99,651.921,651.948,654.03,656.675,656.681,656.715,656.683,656.683,656.659,656.658
0.0113,652.065,651.972,651.973,651.94,651.948,654.045,656.697,656.683,656.711,656.717,656.652,656.642,656.66
0.0114,652.058,651.991,651.981,651.931,651.937,654.03,656.682,656.693,656.688,656.708,656.675,656.692,656.648
0.0115,652.066,651.975,651.988,651.906,651.957,654.021,656.713,656.695,656.737,656.675,656.694,656.682,656.677
0.0116,652.051,651.98,651.971,651.944,651.94,654.045,656.681,656.691,656.685,656.689,656.679,656.666,656.675
0.0117,652.051,651.981,651.988,651.912,651.956,654.004,656.698,656.692,656.696,656.683,656.679,656.669,656.679
0.0118,652.057,651.971,651.996,651.915,651.936,654.003,656.707,656.701,656.69,656.692,656.68,656.684,656.683
0.0119,652.056,651.976,652.006,651.923,651.938,654.037,656.682,656.7,656.722,656.691,656.667,656.65,656.674
0.012,652.051,651.982,651.996,651.923,651.947,653.995,656.698,656.699,656.722,656.705,656.667,656.658,656.65
0.0121,652.086,652.016,651.954,651.93,651.939,654.004,656.715,656.681,656.737,656.677,656.671,656.692,656.677
0.0122,652.073,651.973,651.98,651.948,651.956,654.011,656.685,656.689,656.674,656.701,656.685,656.651,656.677
0.0123,652.068,651.991,651.998,651.939,651.971,654.023,656.69,656.677,656.703,656.689,656.694,656.629,656.679
0.0124,652.073,652.001,651.986,651.946,651.946,654.032,656.702,656.683,656.712,656.666,656.702,656.659,656.666
0.0125,652.049,651.982,651.969,651.944,651.932,654.01,656.69,656.7,656.705,656.681,656.669,656.659,656.667
0.0126,652.086,651.991,651.981,651.923,651.931,654.005,656.683,656.701,656.724,656.693,656.66,656.652,656.66
0.0127,652.068,651.979,651.979,651.948,651.938,654.03,656.682,656.718,656.738,656.708,656.652,656.676,656.692
0.0128,652.057,651.973,651.98,651.921,651.946,654.03,656.683,656.658,656.722,656.676,656.679,656.666,656.647
0.0129,652.068,651.991,651.996,651.923,651.94,654.011,656.705,656.699,656.71,656.708,656.702,656.692,656.675
0.013,652.076,651.984,651.996,651.914,651.946,653.997,656.698,656.705,656.695,656.673,656.662,656.654,656.67
0.0131,652.048,652.001,651.988,651.938,651.972,654.003,656.7,656.675,656.712,656.674,656.667,656.667,656.658
0.0132,652.085,651.982,651.988,651.921,651.914,654.04,656.689,656.687,656.714,656.673,656.654,656.684,656.656
0.0133,652.083,651.997,651.959,651.931,651.957,654.038,656.681,656.693,656.705,656.668,656.694,656.628,656.668
0.0134,652.101,651.991,651.978,651.913,651.945,654.03,656.677,656.691,656.712,656.698,656.653,656.651,656.675
0.0135,652.078,651.991,651.978,651.929,651.955,654.047,656.69,656.676,656.722,656.67,656.658,656.653,656.677
0.0136,652.058,651.983,651.969,651.929,651.948,653.995,656.698,656.685,656.71,656.699,656.675,656.649,656.642
0.0137,652.067,651.993,651.988,651.946,651.957,654.003,656.673,656.72,656.712,656.689,656.685,656.676,656.677
0.0138,652.083,651.991,651.971,651.919,651.953,654.02,656.682,656.735,656.687,656.683,656.654,656.668,656.702
0.0139,652.043,652.009,651.979,651.936,651.938,654.02,656.68,656.676,656.678,656.702,656.685,656.657,656.638
0.014,652.069,652.01,651.972,651.921,651.931,654.005,656.715,656.708,656.693,656.658,656.684,656.678,656.66
0.0141,652.066,651.965,651.969,651.93,651.93,654.02,656.725,656.7,656.686,656.683,656.66,656.699,656.683
0.0142,652.084,652.009,651.971,651.965,651.94,654.02,656.696,656.683,656.705,656.675,656.66,656.633,656.652
0.0143,652.039,651.981,651.997,651.921,651.956,654.011,656.665,656.703,656.701,656.708,656.669,656.682,656.649
0.0144,652.06,651.992,651.986,651.911,651.942,654.037,656.706,656.702,656.708,656.651,656.695,656.668,656.683
0.0145,652.093,652.007,651.948,651.915,651.947,654.03,656.715,656.686,656.703,656.691,656.675,656.641,656.65
0.0146,652.051,651.966,651.978,651.933,651.956,654.03,656.69,656.69,656.695,656.698,656.685,656.667,656.65
0.0147,652.066,651.984,651.969,651.921,651.932,654.021,656.733,656.676,656.722,656.693,656.687,656.693,656.683
0.0148,652.066,651.989,651.981,651.931,651.938,654.045,656.667,656.71,656.73,656.684,656.677,656.673,656.7
0.0149,652.057,651.987,651.988,651.905,651.975,653.996,656.715,656.683,656.687,656.673,656.662,656.676,656.683
0.015,652.064,651.976,651.996,651.928,651.94,654.012,656.682,656.694,656.714,656.699,656.677,656.685,656.666
0.0151,652.053,652.001,651.988,651.921,651.93,654.043,656.698,656.695,656.701,656.674,656.695,656.665,656.694
0.0152,652.087,652.006,651.986,651.938,651.957,654.011,656.697,656.72,656.705,656.685,656.667,656.649,656.662
0.0153,652.043,651.981,651.996,651.931,651.93,654.003,656.698,656.691,656.703,656.674,656.696,656.674,656.683
0.0154,652.066,651.991,651.966,651.929,651.946,654.003,656.678,656.702,656.722,656.681,656.695,656.676,656.677
0.0155,652.051,652.001,651.955,651.939,651.953,654.02,656.705,656.709,656.701,656.679,656.662,656.666,656.658
0.0156,652.067,651.989,651.965,651.896,651.94,654.005,656.715,656.676,656.712,656.684,656.662,656.684,656.685
0.0157,652.057,651.954,651.987,651.931,651.938,654.015,656.682,656.695,656.707,656.683,656.695,656.658,656.675
0.0158,652.066,652.0,652.011,651.929,651.947,654.012,656.69,656.703,656.705,656.691,656.66,656.654,656.694
0.0159,652.056,651.993,651.982,651.921,651.94,654.03,656.698,656.689,656.703,656.673,656.677,656.69,656.683
0.016,652.051,651.976,651.979,651.931,651.938,654.026,656.688,656.673,656.688,656.668,656.685,656.675,656.667
0.0161,652.052,651.983,651.978,651.913,651.948,654.014,656.697,656.686,656.72,656.689,656.66,656.631,656.675
0.0162,652.058,651.984,651.971,651.928,651.95,654.011,656.707,656.693,656.695,656.674,656.653,656.659,656.69
0.0163,652.064,651.975,651.969,651.928,651.932,654.015,656.684,656.681,656.702,656.692,656.679,656.624,656.675
0.0164,652.069,651.965,651.973,651.929,651.956,654.032,656.722,656.708,656.715,656.675,656.676,656.667,656.656
0.0165,652.039,651.981,651.978,651.921,651.965,654.022,656.707,656.685,656.69,656.666,656.669,656.643,656.674
0.0166,652.084,651.966,651.988,651.929,651.955,654.011,656.683,656.702,656.707,656.683,656.692,656.657,656.658
0.0167,652.049,651.991,651.997,651.94,651.975,654.029,656.68,656.737,656.68,656.7,656.685,656.667,656.67
0.0168,652.058,651.984,651.969,651.921,651.922,654.037,656.68,656.711,656.688,656.664,656.662,656.676,656.666
0.0169,652.068,651.991,651.986,651.931,651.922,654.013,656.675,656.672,656.705,656.71,656.681,656.699,656.675
0.017,652.061,651.982,651.981,651.93,651.94,654.013,656.699,656.683,656.69,656.666,656.692,656.668,656.662
0.0171,652.051,651.991,651.98,651.922,651.94,654.029,656.689,656.691,656.68,656.695,656.653,656.684,656.683
0.0172,652.058,651.991,651.99,651.955,651.94,654.038,656.68,656.691,656.721,656.691,656.677,656.692,656.673
0.0173,652.067,651.991,651.973,651.938,651.94,654.035,656.689,656.691,656.679,656.666,656.675,656.641,656.683
0.0174,652.058,651.974,651.978,651.936,651.94,654.003,656.692,656.72,656.695,656.683,656.672,656.657,656.648
0.0175,652.059,651.99,651.98,651.913,651.937,654.038,656.667,656.692,656.697,656.691,656.669,656.649,656.702
0.0176,652.06,651.974,651.987,651.921,651.921,654.02,656.67,656.695,656.72,656.692,656.662,656.676,656.667
0.0177,652.076,651.999,651.996,651.93,651.948,654.018,656.688,656.693,656.712,656.702,656.685,656.643,656.646
0.0178,652.076,651.983,651.97,651.913,651.965,654.011,656.686,656.7,656.713,656.655,656.664,656.665,656.701
0.0179,652.049,651.976,651.961,651.921,651.94,654.018,656.691,656.708,656.695,656.666,656.647,656.642,656.673
0.018,652.059,651.991,651.986,651.92,651.93,653.995,656.699,656.685,656.707,656.681,656.654,656.661,656.668
0.0181,652.075,651.982,651.965,651.929,651.955,654.012,656.674,656.701,656.695,656.707,656.679,656.663,656.673
0.0182,652.061,652.014,651.994,651.945,651.959,654.011,656.7,656.687,656.695,656.675,656.669,656.632,656.666
0.0183,652.068,652.001,652.005,651.93,651.932,654.03,656.707,656.7,656.68,656.664,656.693,656.675,656.684
0.0184,652.064,651.997,651.978,651.921,651.953,654.03,656.682,656.708,656.72,656.676,656.67,656.681,656.675
0.0185,652.085,651.974,651.997,651.93,651.956,654.001,656.697,656.693,656.705,656.675,656.679,656.667,656.684
0.0186,652.046,651.974,651.979,651.94,651.943,654.02,656.69,656.708,656.71,656.688,656.66,656.657,656.656
0.0187,652.067,651.974,651.997,651.936,651.946,654.005,656.705,656.711,656.696,656.686,656.678,656.684,656.648
0.0188,652.051,651.989,651.979,651.913,651.939,654.022,656.692,656.69,656.719,656.684,656.643,656.665,656.641
0.0189,652.103,652.003,651.998,651.921,651.957,654.005,656.692,656.685,656.705,656.685,656.67,656.657,656.664
0.019,652.068,651.982,651.988,651.937,651.93,654.045,656.692,656.7,656.703,656.698,656.676,656.674,656.666
0.0191,652.059,651.989,651.961,651.921,651.947,654.012,656.696,656.656,656.685,656.668,656.662,656.684,656.691
0.0192,652.049,651.984,651.975,651.92,651.938,654.014,656.695,656.698,656.718,656.689,656.662,656.641,656.663
0.0193,652.06,651.982,651.99,651.929,651.938,654.005,656.67,656.696,656.693,656.701,656.669,656.664,656.696
0.0194,652.08,651.982,651.998,651.928,651.945,654.029,656.692,656.685,656.714,656.683,656.703,656.651,656.666
0.0195,652.057,652.001,651.963,651.94,651.949,654.055,656.688,656.692,656.706,656.676,656.68,656.647,656.673
0.0196,652.068,651.983,651.987,651.938,651.956,653.997,656.692,656.7,656.695,656.699,656.658,656.641,656.671
0.0197,652.048,652.011,652.015,651.928,651.932,654.046,656.692,656.685,656.697,656.699,656.687,656.647,656.673
0.0198,652.056,651.976,651.979,651.923,651.948,654.02,656.689,656.712,656.712,656.702,656.68,656.676,656.655
0.0199,652.086,652.006,651.973,651.922,651.946,654.03,656.7,656.715,656.707,656.71,656.657,656.651,656.673
0.02,652.069,651.974,651.971,651.929,651.939,654.013,656.684,656.693,656.72,656.666,656.685,656.699,656.665
0.0201,652.075,651.989,651.987,651.93,651.93,654.015,656.689,656.714,656.679,656.691,656.693,656.634,656.692
0.0202,652.051,651.98,651.988,651.929,651.963,654.019,656.71,656.692,656.695,656.689,656.704,656.649,656.675
0.0203,652.043,651.992,651.97,651.946,651.948,654.039,656.699,656.695,656.695,656.681,656.685,656.677,656.694
0.0204,652.051,652.001,651.997,651.936,651.947,654.011,656.71,656.71,656.703,656.681,656.659,656.644,656.673
0.0205,652.078,651.976,651.98,651.911,651.948,653.998,656.715,656.674,656.671,656.701,656.66,656.649,656.675
0.0206,652.066,651.976,651.98,651.938,651.946,654.02,656.68,656.696,656.695,656.672,656.697,656.666,656.685
0.0207,652.076,652.01,651.987,651.921,651.93,654.003,656.667,656.672,656.705,656.648,656.694,656.667,656.687
0.0208,652.059,651.993,651.963,651.94,651.946,654.03,656.69,656.709,656.703,656.699,656.67,656.674,656.681
0.0209,652.061,651.984,651.986,651.936,651.955,654.013,656.7,656.693,656.701,656.684,656.695,656.668,656.658
0.021,652.049,651.965,651.981,651.948,651.947,654.009,656.693,656.71,656.714,656.699,656.647,656.669,656.681
0.0211,652.103,651.999,651.973,651.928,651.946,654.011,656.682,656.693,656.688,656.691,656.685,656.661,656.665
0.0212,652.078,651.966,651.971,651.931,651.94,654.012,656.707,656.677,656.695,656.676,656.677,656.656,656.665
0.0213,652.049,652.001,651.988,651.923,651.948,653.98,656.682,656.691,656.686,656.708,656.668,656.684,656.687
0.0214,652.049,651.974,651.988,651.928,651.94,654.03,656.701,656.695,656.672,656.685,656.635,656.682,656.658
0.0215,652.061,651.982,651.988,651.936,651.937,654.014,656.705,656.693,656.722,656.681,656.685,656.675,656.665
0.0216,652.07,651.99,651.995,651.939,651.947,654.03,656.699,656.717,656.687,656.674,656.685,656.684,656.66
0.0217,652.085,652.001,651.971,651.919,651.947,654.02,656.698,656.703,656.695,656.679,656.66,656.676,656.666
0.0218,652.059,651.966,651.978,651.919,651.959,654.012,656.702,656.716,656.717,656.666,656.702,656.677,656.677
0.0219,652.07,651.984,651.988,651.938,651.947,654.028,656.72,656.687,656.713,656.664,656.672,656.657,656.668
0.022,652.056,652.008,651.997,651.92,651.957,654.02,656.69,656.703,656.696,656.674,656.672,656.633,656.648
0.0221,652.076,652.011,651.971,651.931,651.946,654.003,656.691,656.693,656.712,656.683,656.688,656.651,656.665
0.0222,652.072,652.0,651.978,651.903,651.93,654.02,656.709,656.703,656.705,656.683,656.681,656.665,656.667
0.0223,652.059,651.974,651.988,651.929,651.947,654.011,656.694,656.693,656.698,656.727,656.687,656.685,656.702
0.0224,652.076,651.991,651.971,651.944,651.925,654.005,656.732,656.668,656.705,656.684,656.668,656.661,656.702
0.0225,652.061,651.984,651.998,651.921,651.923,654.01,656.682,656.681,656.711,656.666,656.66,656.653,656.69
0.0226,652.061,651.982,651.971,651.928,651.94,654.014,656.684,656.681,656.71,656.66,656.679,656.688,656.673
0.0227,652.066,652.001,651.978,651.929,651.928,654.003,656.688,656.701,656.696,656.685,656.677,656.639,656.691
0.0228,652.061,651.991,651.963,651.911,651.955,654.02,656.691,656.676,656.697,656.687,656.66,656.659,656.667
0.0229,652.059,651.974,651.97,651.923,651.94,654.02,656.69,656.7,656.695,656.688,656.667,656.676,656.668
0.023,652.066,652.006,652.005,651.928,651.948,654.005,656.673,656.71,656.704,656.683,656.664,656.634,656.691
0.0231,652.093,652.001,651.953,651.946,651.948,653.988,656.7,656.683,656.686,656.693,656.662,656.676,656.665
0.0232,652.085,651.989,651.978,651.915,651.947,654.002,656.691,656.682,656.705,656.651,656.679,656.651,656.658
0.0233,652.056,651.976,651.978,651.913,651.946,654.019,656.715,656.685,656.678,656.698,656.685,656.661,656.658
0.0234,652.096,651.991,651.962,651.904,651.948,653.987,656.707,656.681,656.705,656.688,656.676,656.649,656.665
0.0235,652.066,651.984,651.986,651.921,651.955,654.018,656.697,656.7,656.712,656.691,656.666,656.667,656.673
0.0236,652.059,652.001,651.978,651.938,651.929,653.988,656.7,656.681,656.697,656.675,656.668,656.657,656.665
0.0237,652.076,651.982,651.988,651.93,651.949,654.011,656.691,656.691,656.674,656.649,656.678,656.648,656.656
0.0238,652.04,651.992,651.98,651.928,651.949,654.02,656.707,656.7,656.714,656.695,656.669,656.663,656.666
0.0239,652.066,651.984,651.988,651.904,651.94,654.005,656.699,656.689,656.669,656.658,656.678,656.676,656.675
0.024,652.076,651.99,651.99,651.926,651.938,653.998,656.709,656.692,656.712,656.668,656.685,656.676,656.675
0.0241,652.086,651.999,651.99,651.945,651.923,654.012,656.675,656.677,656.695,656.668,656.704,656.674,656.675
